id,test_id,test_type,timestamp,total_requests,total_failures,error_rate,avg_response_time,max_response_time,min_response_time,requests_per_sec,concurrent_users,spawn_rate,duration,network_condition,browser,target_url,performance_score,accessibility_score,best_practices_score,seo_score,status,error,metadata,response_time_p95,response_time_p99,response_time_variance,throughput_per_user,user_efficiency,load_intensity,peak_load_ratio,load_progression,spawn_efficiency,load_category,error_rate_normalized,reliability_score,success_rate,failure_ratio,error_severity,response_time_consistency,response_time_spread,throughput_ratio,performance_efficiency,hour_of_day,day_of_week,is_weekend,time_since_epoch,is_business_hours,duration_minutes,duration_category,network_speed_mbps,network_speed_kbps,network_condition_encoded,network_performance_impact,performance_score_category,accessibility_score_category,best_practices_score_category,seo_score_category,overall_frontend_score,frontend_consistency,browser_encoded,user_session_duration,user_arrival_rate,load_distribution,test_intensity,latency_target,latency_log,throughput_target,failure_target,reliability_target,performance_target,anomaly_target
3000,test_499,load,2025-08-16 10:29:43.951084,-0.8144709101175105,-0.5270501930514586,-0.6910214109382352,-0.015847580521008955,-0.2878431506361186,-0.2397157882253747,-0.9190548398608505,43,1.098564004856651,844,wifi,chrome,http://localhost:5000/api/test_499,-0.09565601455079487,-0.7224962852691879,1.57904833060434,-0.6754002874154159,success,,"{""total_requests"": 474823, ""total_failures"": 3009, ""error_rate"": 0.006338260276370886, ""avg_response_time"": 1128.3364461616318, ""max_response_time"": 2034.9591914866107, ""min_response_time"": 563.3099890030882, ""requests_per_sec"": 562.5865224315512, ""concurrent_users"": 43, ""spawn_rate"": 16.296774159191, ""duration"": 844, ""network_condition"": ""wifi"", ""browser"": ""chrome"", ""target_url"": ""http://localhost:5000/api/test_499"", ""performance_score"": 0.8402162006343776, ""accessibility_score"": 0.8571159232477273, ""best_practices_score"": 0.9904028605636117, ""seo_score"": 0.8625689256011336}",-0.015847580521009142,-0.015847580521008955,-0.26180388384456266,1.1079094180894398,0.10929295990686186,-0.7182829345736285,-1.4924419482591016,-1.4982331477268476,-0.6487243059165752,light,-0.6910214109382348,0.6910214109382424,0.699071923829994,-0.6990719238300057,excellent,-0.06435159094271167,-0.7100245360005264,-0.9190548398608502,-1.2492729924828414,0.0,0.0,0.0,1755340183,0.0,-0.4866794032958728,long,1.2966147681061013,1.2966147681061015,1.2070368235227913,1.1267999939416797,good,good,excellent,good,1.0311588782662897,0.9140939841130838,-0.14676121817971244,0.7666278650530874,1.7752964848792696,-1.4924419482591023,-0.7374985179814804,-0.015847580521008955,0.16947011060777842,-0.9190548398608505,0,1,0,0
2999,test_498,frontend,2025-08-16 10:29:43.951054,1.9202989472572853,2.9453782483611697,2.4727674317167323,1.7243667742455502,2.4960085526020115,-0.11507508523975875,2.404104698616454,473,1.104529781305773,1041,3g,chrome,http://localhost:5000/api/test_498,-0.044367868769697165,0.058331405988710894,-0.6071552601211804,0.8062588628642587,success,,"{""total_requests"": 6449578, ""total_failures"": 221449, ""error_rate"": 0.03433545698976738, ""avg_response_time"": 1829.4903053591997, ""max_response_time"": 4554.113526897212, ""min_response_time"": 598.9247987632552, ""requests_per_sec"": 6195.560730092537, ""concurrent_users"": 473, ""spawn_rate"": 16.328784707619967, ""duration"": 1041, ""network_condition"": ""3g"", ""browser"": ""chrome"", ""target_url"": ""http://localhost:5000/api/test_498"", ""performance_score"": 0.8445700501329931, ""accessibility_score"": 0.900626710949664, ""best_practices_score"": 0.8289839555964091, ""seo_score"": 0.9458480498195136}",1.7243667742455502,1.7243667742455502,3.125047978654357,1.111403705648336,0.09241905151731546,1.332009276686422,1.5202144364192531,1.5311423151335648,-0.287708658893418,very_high,2.4727674317167327,-2.4727674317167367,-2.539596705920359,2.5395967059203426,good,-1.735281248673865,1.6459465946374374,2.4041046986164534,2.011950877027205,0.0,0.0,0.0,1755340183,0.0,-0.035352419713971225,long,-1.0909770709859987,-1.090977070985999,-1.2094533136599739,-0.8642330980535433,good,excellent,good,excellent,0.9916555817718817,0.5076718129924043,-0.14676121817971244,-0.4520351283956505,-0.32024510817953517,1.5202144364192527,1.7928383820754468,1.7243667742455502,1.2437165053542678,2.404104698616454,0,0,0,0
2998,test_497,frontend,2025-08-16 10:29:43.951020,-0.13258953269422386,0.03414345860203907,0.7965018380801375,0.02595420142815452,0.3649824051056944,0.8062374255127769,-0.09080628800503415,390,-0.7591868228473082,999,4g,edge,http://localhost:5000/api/test_497,-0.9264879593242661,1.4156082170975623,-0.5654432538366411,-1.3870741508853994,success,,"{""total_requests"": 1964555, ""total_failures"": 38312, ""error_rate"": 0.019501743394153625, ""avg_response_time"": 1145.1789004573975, ""max_response_time"": 2625.7120419710272, ""min_response_time"": 862.1804529286535, ""requests_per_sec"": 1966.5223479965623, ""concurrent_users"": 390, ""spawn_rate"": 6.328646230441051, ""duration"": 999, ""network_condition"": ""4g"", ""browser"": ""edge"", ""target_url"": ""http://localhost:5000/api/test_497"", ""performance_score"": 0.7696868962289357, ""accessibility_score"": 0.9762595091228183, ""best_practices_score"": 0.8320637723193343, ""seo_score"": 0.822568108903377}",0.02595420142815452,0.02595420142815452,0.13624188685384103,-0.7615870268178911,-0.04744754543551959,-0.20785770545066115,0.9387016923999428,0.9197246259456142,0.20718552074464558,very_high,0.7965018380801379,-0.7965018380801425,-0.8237160640021374,0.8237160640021319,good,0.5283863145403609,0.9710808824449533,-0.09080628800503414,0.12688170836759094,0.0,0.0,0.0,1755340183,0.0,-0.1315744162136663,long,-0.22738002280374975,-0.2273800228037498,-0.0012082450685912496,-0.1833931812839657,good,excellent,good,good,0.8357954545583403,1.4149389567213488,0.5390388667722148,-0.42681211723307944,-0.43153618490424683,0.9387016923999425,-0.06637103549387792,0.02595420142815452,0.2023978579546543,-0.09080628800503415,0,0,0,0
2997,test_496,load,2025-08-16 10:29:43.950985,-0.9105840468388111,-0.5676180257857794,-1.2118682430583194,-1.152466606508316,-1.0121097154725396,-1.1503196257088417,-1.025493089086565,37,0.5114715516972737,693,wifi,edge,http://localhost:5000/api/test_496,-1.742348630100868,-0.13386681734032901,1.1566619791168746,0.24787293271176228,success,,"{""total_requests"": 264841, ""total_failures"": 457, ""error_rate"": 0.0017291501424030464, ""avg_response_time"": 670.3786007240867, ""max_response_time"": 1379.558167546169, ""min_response_time"": 303.11422901451976, ""requests_per_sec"": 382.16668232006305, ""concurrent_users"": 37, ""spawn_rate"": 13.146613980643693, ""duration"": 693, ""network_condition"": ""wifi"", ""browser"": ""edge"", ""target_url"": ""http://localhost:5000/api/test_496"", ""performance_score"": 0.7004285029237529, ""accessibility_score"": 0.8899166705840525, ""best_practices_score"": 0.9592158555566481, ""seo_score"": 0.9144630371260154}",-1.152466606508316,-1.152466606508316,-0.8007531014674343,0.46748571223194196,-0.3337917481707793,-0.7582288118499474,-1.534479014091823,-1.536338499460941,-0.6350591649909499,light,-1.2118682430583188,1.211868243058324,1.232504965434775,-1.232504965434784,excellent,-0.7209553004808609,0.16387710459479804,-1.0254930890865648,-1.1685551751761083,0.0,0.0,0.0,1755340183,0.0,-0.8326203907114417,long,1.2966147681061013,1.2966147681061015,1.2070368235227913,0.23161175391144725,good,good,excellent,excellent,0.9185801138447226,2.081860025929767,0.5390388667722148,0.7038189179234322,1.6312381140539176,-1.5344790140918234,-0.7449978508196944,-1.152466606508316,-0.9872958940508806,-1.025493089086565,0,1,1,0
2996,test_495,frontend,2025-08-16 10:29:43.950956,0.20890408278809186,0.03593976154051017,0.1946710828303314,-0.13667245941368641,-0.5620356933478358,0.17770943845698411,-0.11278087588252377,248,-0.1247163819452317,1405,3g,chrome,http://localhost:5000/api/test_495,-1.11877164500498,1.4415781833043884,-0.1806245384247933,-1.280306167492549,success,,"{""total_requests"": 2710629, ""total_failures"": 38425, ""error_rate"": 0.01417598529812308, ""avg_response_time"": 1079.6546099897632, ""max_response_time"": 1786.8377373495139, ""min_response_time"": 682.5849905176615, ""requests_per_sec"": 1929.2739747828596, ""concurrent_users"": 248, ""spawn_rate"": 9.733022332772745, ""duration"": 1405, ""network_condition"": ""3g"", ""browser"": ""chrome"", ""target_url"": ""http://localhost:5000/api/test_495"", ""performance_score"": 0.7533639386381885, ""accessibility_score"": 0.9777066577048971, ""best_practices_score"": 0.8604769612447315, ""seo_score"": 0.8285691815183848}",-0.13667245941368641,-0.13667245941368641,-0.7628296807959827,-0.1252581726032673,0.017612461484821536,-0.44205552124061,-0.056175532307792896,-0.03290916740671691,-0.4293510828468325,very_high,0.19467108283033163,-0.19467108283033044,-0.20764504457645688,0.20764504457645086,good,1.1453005347814713,-1.2201772450651704,-0.11278087588252371,0.2056121269208904,0.0,0.0,0.0,1755340183,0.0,0.7985715499500494,very_long,-1.0909770709859987,-1.090977070985999,-1.2094533136599739,-0.9521771002978923,good,excellent,good,good,0.8612894140559227,1.5414871837231878,-0.14676121817971244,-0.20976652485492056,-0.2915055644878129,-0.056175532307793395,-0.4542830008463188,-0.13667245941368641,0.07145903046324747,-0.11278087588252377,0,0,0,0
2995,test_494,api,2025-08-16 10:29:43.950927,-0.8220960815352517,-0.5126002871127839,-0.4407043320858247,-0.9577278117532829,-1.2328354840250628,-0.3404862279335213,-0.8967009357069223,135,-0.8895544937928669,763,4g,firefox,http://localhost:5000/api/test_494,0.3590852895674186,-1.425703631153425,-0.5346179090287635,-1.4694118031624246,success,,"{""total_requests"": 458164, ""total_failures"": 3918, ""error_rate"": 0.008553381716483382, ""avg_response_time"": 748.8412666042857, ""max_response_time"": 1179.8196986689845, ""min_response_time"": 534.5158635393686, ""requests_per_sec"": 600.4778617072153, ""concurrent_users"": 135, ""spawn_rate"": 5.6291328175660755, ""duration"": 763, ""network_condition"": ""4g"", ""browser"": ""firefox"", ""target_url"": ""http://localhost:5000/api/test_494"", ""performance_score"": 0.8788191793301785, ""accessibility_score"": 0.8179304462471358, ""best_practices_score"": 0.8343397695893199, ""seo_score"": 0.8179401838029692}",-0.957727811753283,-0.9577278117532829,-1.38870736880398,-0.8997771751379321,-0.21738429952466543,-0.6667242836919368,-0.8478736054907094,-0.8591024754595565,-0.23501347231035044,high,-0.4407043320858243,0.44070433208582366,0.44292132483588464,-0.4429213248358941,excellent,1.9622486570327005,-1.4932347760309883,-0.8967009357069221,-0.9067895927392227,0.0,0.0,0.0,1755340183,0.0,-0.672250396545284,long,-0.22738002280374975,-0.2273800228037498,-0.0012082450685912496,-0.4932878953424018,good,good,good,good,0.7685342084746783,-0.1390428762704944,1.224838951724142,-0.2107085241043886,-0.2765939798471383,-0.84787360549071,-0.6670467208239812,-0.9577278117532829,-0.7414448332278312,-0.8967009357069223,0,1,1,0
2994,test_493,frontend,2025-08-16 10:29:43.950898,-0.9375062710088516,-0.5422631303268288,-0.28130203864940806,-1.4299815007613854,-1.4704253165351928,-1.293113691167089,-1.113459483066111,31,-0.1257317466875074,884,3g,edge,http://localhost:5000/api/test_493,-0.1971505532850103,-0.9640672488192766,-1.235189951266474,-1.7438386959969896,success,,"{""total_requests"": 206023, ""total_failures"": 2052, ""error_rate"": 0.009963974391233707, ""avg_response_time"": 558.5644218803278, ""max_response_time"": 964.8206540283604, ""min_response_time"": 262.3122810604616, ""requests_per_sec"": 233.05785299952603, ""concurrent_users"": 31, ""spawn_rate"": 9.727574193283631, ""duration"": 884, ""network_condition"": ""3g"", ""browser"": ""edge"", ""target_url"": ""http://localhost:5000/api/test_493"", ""performance_score"": 0.8316003316094726, ""accessibility_score"": 0.8436546397562988, ""best_practices_score"": 0.7826128524859045, ""seo_score"": 0.8025155624972391}",-1.4299815007613852,-1.4299815007613854,-1.3106964116519138,-0.18601713349980645,-0.6646216680272109,-0.870493652985188,-1.5765160799245441,-1.5779079740799515,-0.6417270364840353,light,-0.2813020386494076,0.28130203864941095,0.27999152172615016,-0.279991521726166,excellent,-0.12115530370156537,-0.9717458586764991,-1.1134594830661106,-1.3411436753063475,0.0,0.0,0.0,1755340183,0.0,-0.39503940662949694,long,-1.0909770709859987,-1.090977070985999,-1.2094533136599739,-1.0132928313248422,good,good,good,good,0.6528678095817313,-0.16689413772034523,0.5390388667722148,1.3881754170725413,1.3786512666949586,-1.5765160799245446,-0.7561051742177219,-1.4299815007613854,-1.3925115226587683,-1.113459483066111,0,1,1,0
2993,test_492,load,2025-08-16 10:29:43.950870,-0.3498014134470023,-0.40488569674924263,-0.5961984151275305,0.30057825196124793,0.21436696194301294,0.688655028841997,-0.04680799738154015,499,-0.9811171723435306,730,3g,chrome,http://localhost:5000/api/test_492,0.40848834599223494,-0.37469294785716056,-0.6457974807480453,-1.700136751630311,success,,"{""total_requests"": 1490004, ""total_failures"": 10694, ""error_rate"": 0.007177373819877176, ""avg_response_time"": 1255.8283226577887, ""max_response_time"": 2489.4175884332476, ""min_response_time"": 828.5824822155262, ""requests_per_sec"": 2041.1023473597215, ""concurrent_users"": 499, ""spawn_rate"": 5.137835233583802, ""duration"": 730, ""network_condition"": ""3g"", ""browser"": ""chrome"", ""target_url"": ""http://localhost:5000/api/test_492"", ""performance_score"": 0.8830130036373254, ""accessibility_score"": 0.8764968921165189, ""best_practices_score"": 0.8261307972878458, ""seo_score"": 0.8049719031831589}",0.30057825196124793,0.30057825196124793,-0.0038073334361679242,-0.9829168288556462,-0.06352115576591404,0.11618697113957825,1.702375055027712,1.7285973195738658,1.250156921234862,very_high,-0.59619841512753,0.5961984151275331,0.6018986896235637,-0.6018986896235778,excellent,0.5799191181438542,-0.09580361573287725,-0.04680799738154011,0.023084805924104123,0.0,0.0,0.0,1755340183,0.0,-0.7478533937950441,long,-1.0909770709859987,-1.090977070985999,-1.2094533136599739,-0.9315146785460996,good,good,good,good,0.8227921265964211,0.10540794045904439,-0.14676121817971244,-0.5036373781228067,-0.4676166046960995,1.7023750550277115,0.5034664878601008,0.30057825196124793,0.40738648945699446,-0.04680799738154015,0,1,0,0
2992,test_491,load,2025-08-16 10:29:43.950841,-0.035448812694645504,-0.21708460900501633,-0.23879552584652627,0.27005448457529263,0.5585330360235826,-0.8671393031774111,0.08257678615737227,217,0.49195282530531037,963,4g,safari,http://localhost:5000/api/test_491,0.12410613302003058,-0.3086614439545379,-0.6699385799169411,0.6371849781376606,success,,"{""total_requests"": 2176782, ""total_failures"": 22508, ""error_rate"": 0.010340125664194174, ""avg_response_time"": 1243.5299197390389, ""max_response_time"": 2800.8592706941326, ""min_response_time"": 384.0301182320537, ""requests_per_sec"": 2260.4180738843784, ""concurrent_users"": 217, ""spawn_rate"": 13.041882410198465, ""duration"": 963, ""network_condition"": ""4g"", ""browser"": ""safari"", ""target_url"": ""http://localhost:5000/api/test_491"", ""performance_score"": 0.8588718042138024, ""accessibility_score"": 0.8801764270255821, ""best_practices_score"": 0.8243483330154975, ""seo_score"": 0.9363449700824684}",0.2700544845752928,0.27005448457529263,1.027156666579182,0.48790891706204365,0.003086050092873462,-0.062174718582563675,-0.273367039110186,-0.2528809705989824,-0.4418832785566357,very_high,-0.23879552584652597,0.23879552584652552,0.2360377270058633,-0.23603772700587353,good,-1.6708995398452176,0.8319633025779851,0.08257678615737232,0.2404015785414391,0.0,0.0,0.0,1755340183,0.0,-0.21405041321340434,long,-0.22738002280374975,-0.2273800228037498,-0.0012082450685912496,-0.10649293665835509,good,good,good,excellent,0.9651846074612834,0.33472050761583433,1.9106390366760693,-0.2956072135097246,-0.16463912143640697,-0.27336703911018645,-0.30098178663990666,0.27005448457529263,0.3855136682732976,0.08257678615737227,0,0,0,0
2991,test_490,load,2025-08-16 10:29:43.950812,-0.0821999612291719,-0.05203139298603023,0.3842762882094734,0.304128435504748,0.8431981214297593,-0.023105927803527646,0.3385692418851383,222,0.890914612117652,770,3g,chrome,http://localhost:5000/api/test_490,-0.7609048800284669,0.5724069820357022,1.2800699968042264,-1.6404124983802155,success,,"{""total_requests"": 2074643, ""total_failures"": 32891, ""error_rate"": 0.015853851456987558, ""avg_response_time"": 1257.2587354604223, ""max_response_time"": 3058.4575052577275, ""min_response_time"": 625.204047575517, ""requests_per_sec"": 2694.3421403560824, ""concurrent_users"": 222, ""spawn_rate"": 15.182590448285165, ""duration"": 770, ""network_condition"": ""3g"", ""browser"": ""chrome"", ""target_url"": ""http://localhost:5000/api/test_490"", ""performance_score"": 0.7837432399666913, ""accessibility_score"": 0.9292730224247312, ""best_practices_score"": 0.9683277183144321, ""seo_score"": 0.8083288044679962}",0.3041284355047482,0.304128435504748,1.0495548157330532,0.8877998248198664,0.020435187342000904,0.3854372076595361,-0.23833615091625168,-0.21131149597997156,-0.41686608703798017,very_high,0.3842762882094737,-0.38427628820946574,-0.40176109085074074,0.4017610908507273,good,-0.8969018452818655,1.4513600388042474,0.3385692418851383,0.6077381535659409,0.0,0.0,0.0,1755340183,0.0,-0.6562133971286681,long,-1.0909770709859987,-1.090977070985999,-1.2094533136599739,-0.9313469134910322,good,excellent,excellent,good,0.9520468073745753,1.4604231860259749,-0.14676121817971244,-0.36339109533020775,-0.11421317600191971,-0.23833615091625207,-0.05810835469624553,0.304128435504748,0.4099165848396285,0.3385692418851383,0,0,0,0
